Date,Rating,Title,Review
"November 21, 2019",5,Quick response and a very helping…,Quick response and a very helping service! thank you.
"November 21, 2019",5,Really helpful,"Really helpful, and got straight to the point to help me out. Highly recommend"
"November 21, 2019",5,Found ASOS customer care excellent,Found ASOS customer care excellent. Short waiting time for chat. Paige was very helpful and sorted out my order error immediately.
"November 21, 2019",5,friendly and speedy replies with…,friendly and speedy replies with accurate information
"November 21, 2019",5,Highly recommend,"Best company to purchase from; if you are looking for a particular item and are unable to find it in any other stores, Asos are highly likely to have them online!"
"November 21, 2019",1,I have been an ASOS Premier Delivery…,"I have been an ASOS Premier Delivery customer for many years now. This whole year that have muddled orders, failed to delivery next day as promised, failed to refund orders that were returned until I escalated to the Citizen Advice Bureau. My last order on Tuesday they sent the wrong colour. The order was placed using a 25% discount code and when asked to apply the same discount so I can order the same item, they refused. Disgusting customer service, you admit it is your mistake, but do no even offer to rectify it? Appalling service. I will be taking my business elsewhere. Do not recommend"
"November 21, 2019",1,"Dont bother using, you’ll never receive it!","I cant say how disappointed i am in asos if im honest. I have ordered from asos for years and have never had a complaint, but i cant even explain how frustrated ive been. So coming onto here isent blatantly obvious that the team from asos put there own good reviews in as they start with a name everytime, and they must think people are stupid because thats what my management at work make us do to get the company score up as there doing so bad at the moment with customer service and deliverys. I spent £200 on a order on next day evening delivery for it not to turn up. I got in contact with ‘city sprint’ which i had never had as a courier before. They were rude on the phone and would not talk to me and said i had to go through asos to follow up my order. I went on asos live chat and was told it was due to floods, which i was calm about but knew i was getting fobbed off as they were able to go round but they refused to. after two tries to delivery, on the third day i knew the road was back open so there was no doubt in my mind that it would get delivered that day. Never heard anything from the delivery company in terms of tracking, delivery update or email to say it was on its way unlike the days before. 4 days went by before i got in contact with asos again to ask for them to get in contact with the company to follow up and where my order was, to then find out they had actually lost my delivery on the first day and never intended on telling me. i was furious but needed to stuff on my order so ordered again but went for next day delivery instead of evening, hoping for it to be hermes or DPD as i have never had problems with these company's. It was meant to be delivered on the 14th and it is now the 21st. This is threw hermes and on the 14th i was given a tracking code which assured me on the app that it was going to be delivered between 3-5pm that day. I had waited in ALL DAY downstairs to make sure i would not miss the knock on the door for it to never turn up. That night i went onto the live chat once again to explain how furious i was for a rude ‘Thomas’ to pie me off and tell me its out of there hands and i had to wait till the 20th to get back in contact before exiting the chat. I have tried getting in contact with asos last night and today, and keeping getting put in a chat with ‘Anastasia’ who wont reply back in the chat -.- on email they will not respond back to me and are taking no responsibility for the matter. Id try normal 3-5 day delivery but il just assume there just not going to deliver anything to me. What is the point letting me order if I'm never going to receive my order and you just keeping having to give my money back? Also it is ridiculous that you are unable to get in contact with someone superior, they told me they take my complains on board and that there isn't a complains procedure.. every company (specially one as big as asos) has a friggin complains procedure. What a joke pah. They wont take what I'm saying on board and keep just taking my delivery charge.. i want my order not a bloody charge took off for a delivery I'm never going to receive."
"November 21, 2019",4,"Had an issue, sorted immediately","Had an issue with an order delivery (order hadn't arrived and no news from the courier). Contacted ASOS via live chat, and Alycia sorted out a replacement order immediately for me. Very swift and polite assistance!"
"November 21, 2019",5,Niamh was a rock star!,"Niamh was a rock star and super helpful, i went into the chat worried and anxious and cam out much more relaxed knowing someone is taking the time to help me out and figure everything out. Really appreciate the help!"
"November 21, 2019",5,Pretty much perfect,"Pretty much perfect, every time!!!"
"November 21, 2019",1,Terrible customer service - Don't risk a Xmas present order,Placed an order for next day. Never came. 5 days later a very small package arrived with 70% of the order missing. I was then told they'll only replace the item subject to availability and that the items are deemed lost. They were never packaged in the tiny bag. I have no idea when and if they are going to arrive. Don't bother I had a later order from h & m and was provided with a 15% discount voucher to apologise. Much better care for their customers.
"November 21, 2019",5,Alycia was very informative and…,Alycia was very informative and helpful. I would recommend ASOS to everyone as I was introduced by my son. Excellent customer service.
"November 21, 2019",5,Harry was very helpful in organising an…,Harry was very helpful in organising an exchange for me !
"November 21, 2019",5,Nice,"Nice, prompt, and helpful"
"November 21, 2019",5,Rhiannon assisted me with my return on…,Rhiannon assisted me with my return on 11/21. The experience was great and I received all of the information I requested.
"November 21, 2019",5,Teagan was quick with responding and…,Teagan was quick with responding and knew exactly how to help me out!
"November 21, 2019",5,I love using ASOS,"ASOS are the company that I got to whenever possible.  The service is fast and simple, and the returns are straightforward to.  I've just used their chat help,which also seems to be very efficient."
"November 21, 2019",5,Christine is great!,Christine was very helpful and patient. She walked me through what I needed to do and got my issue resolved quickly. She was also lovely to communicate with.
"November 21, 2019",4,Kris was great!,"Kris was great! I worked with another representative first who was really not helpful and exited the chat before resolving the return issue. At that point, I was very concerned that this was going to be a scam and I was going to be out over $1000. I exited the chat because I had no other choice and began talking with Kris who resolved the issue with additional help on my end that I was not expecting, but ultimately after an hour, I was able to get the shipping labels for the return."
